Číslo formy,Název výroby,Zákazník,Pozice,Stav,Původní pozice,Návodka (URL),Fotografie formy,Smazáno
963,null,Škoda,48A č.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/963_00963_Nosic_motoru.pdf"", ""title"" : ""Návodka""}]",null,false
964,null,Škoda,51B m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/964_00964_Cover_NTW_ND.pdf"", ""title"" : ""Návodka""}]",null,false
965,null,Škoda,51C m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/965_00965_Cover_NTW_PGD.pdf"", ""title"" : ""Návodka""}]",null,false
966,null,Škoda,51A m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/966_00966_Klammer_ND.pdf"", ""title"" : ""Návodka""}]",null,false
967,null,Škoda,51A m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/967_00967_Klammer_PGD.pdf"", ""title"" : ""Návodka""}]",null,false
968,null,Witte,43B m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/968_00968_Anlenkhebel_RK_GOB.pdf"", ""title"" : ""Návodka""}]",null,false
969,null,Škoda,49D z.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/969_00969_Klappe_540_.pdf"", ""title"" : ""Návodka""}]",null,false
970,null,Witte,Mezisklad,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/970_00970_Steckdeckel_538_.pdf"", ""title"" : ""Návodka""}]",null,false
971,null,Witte,Mezisklad,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/971_00971_Steckdeckel_539_.pdf"", ""title"" : ""Návodka""}]",null,false
972,null,Witte,Mezisklad,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/972_00972_Steckdeckel_541_.pdf"", ""title"" : ""Návodka""}]",null,false
973,null,Witte,Mezisklad,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/973_00973_Steckdeckel_542_.pdf"", ""title"" : ""Návodka""}]",null,false
974,null,Witte,Mezisklad,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/974_00974_Steckdeckel_536_.pdf"", ""title"" : ""Návodka""}]",null,false
975,null,Witte,Mezisklad,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/975_00975_Steckdeckel_764_.pdf"", ""title"" : ""Návodka""}]",null,false
976,null,Witte,Mezisklad,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/976_00976_Steckdeckel_765_.pdf"", ""title"" : ""Návodka""}]",null,false
977,null,Witte,36A c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/977_00977_Schluesselgehaeuse_GOB_Brasil_.pdf"", ""title"" : ""Návodka""}, {""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/977_00977_Schluesselgehaeuse_GOB.pdf"", ""title"" : ""Navodka_alt""}]",null,false
978,null,Witte,36A c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/978_00978_Gleitschuh.pdf"", ""title"" : ""Návodka""}]",null,false
979,null,Witte,43E h.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/979_00979_Einstellhuelse.pdf"", ""title"" : ""Návodka""}]",null,false
981,null,Witte,36A c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/981_00981_Deckel.pdf"", ""title"" : ""Návodka""}]",null,false
982,null,Witte,47E č.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/982_00982_Dichtung.pdf"", ""title"" : ""Návodka""}]",null,false
983,null,Witte,36B b.,null,null,null,null,false
984,null,Witte,43E h.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/984_00984_Abdeckkappe.pdf"", ""title"" : ""Návodka""}]",null,false
985,null,Witte,43E h.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/985_00985_Schluesselgehaeuse_GOB_Superbundle_.pdf"", ""title"" : ""Návodka""}]",null,false
986,null,Witte,36B b.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/986_00986_Zachytny_hak_GOB.pdf"", ""title"" : ""Návodka""}]",null,false
987,null,Witte,36A c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/987_00987_Anschlag.pdf"", ""title"" : ""Návodka""}]",null,false
988,null,Witte,47E č.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/988_00988_Liner.pdf"", ""title"" : ""Návodka""}]",null,false
989,null,Witte,36B b.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/989_00989_Montagehilfe.pdf"", ""title"" : ""Návodka""}]",null,false
990,null,Witte,47E č.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/990_00990_Umlenkhebel_L_R.pdf"", ""title"" : ""Návodka""}]",null,false
991,null,Witte,36A c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/991_00991_Aussengriff.pdf"", ""title"" : ""Návodka""}]",null,false
992,null,Witte,36B b.,null,null,null,null,false
993,null,Witte,36A m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/993_00993_Pop_Up_Lever_GOB.pdf"", ""title"" : ""Návodka""}]",null,false
994,null,Witte,36B m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/994_00994_Button_KD.pdf"", ""title"" : ""Návodka""}]",null,false
995,null,Witte,36B m.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/995_00995_Gehause_L_R.pdf"", ""title"" : ""Návodka""}]",null,false
996,null,Witte,36A č.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/996_00996_Plug.pdf"", ""title"" : ""Návodka""}]",null,false
997,null,Witte,36B c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/997_00997_Washer_Front_L_R.pdf"", ""title"" : ""Návodka""}]",null,false
998,null,Witte,36B c.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/998_00998_Washer_Rear_L_R.pdf"", ""title"" : ""Návodka""}]",null,false
999,null,Witte,36C č.,null,null,"[{""url"" : ""https://qjoovhagucdcaebgdmbx.supabase.co/storage/v1/object/public/mold-photos/navodky/999_00999_Washer_Rear_L_R.pdf"", ""title"" : ""Návodka""}]",null,false
